dataset,zone_file,scenario,op,domain,type,rdata
files-100-500/yorku.ca,abel.yorku.ca..txt,NS_UPDATE,DEL,abel.yorku.ca.,NS,dns11.ipns.yorku.ca.
files-100-500/yorku.ca,abel.yorku.ca..txt,NS_UPDATE,ADD,abel.yorku.ca.,NS,ns-inc.abel.yorku.ca.
files-100-500/yorku.ca,abel.yorku.ca..txt,CNAME_UPDATE,DEL,blogs.abel.yorku.ca.,CNAME,abelprod.abel.yorku.ca.
files-100-500/yorku.ca,abel.yorku.ca..txt,CNAME_UPDATE,ADD,blogs.abel.yorku.ca.,CNAME,cname-inc.abel.yorku.ca.
files-100-500/yourfreehosting.net,accordion2.yourfreehosting.net..txt,A_ADD,ADD,__aether_veridns_inc__.accordion2.yourfreehosting.net.,A,192.0.2.254
files-100-500/yourfreehosting.net,accordion2.yourfreehosting.net..txt,A_UPDATE,DEL,accordion2.yourfreehosting.net.,A,82.98.86.169
files-100-500/yourfreehosting.net,accordion2.yourfreehosting.net..txt,A_UPDATE,ADD,accordion2.yourfreehosting.net.,A,192.0.2.253
files-100-500/yourfreehosting.net,accordion2.yourfreehosting.net..txt,NS_UPDATE,DEL,accordion2.yourfreehosting.net.,NS,ns1.sedoparking.com.
files-100-500/yourfreehosting.net,accordion2.yourfreehosting.net..txt,NS_UPDATE,ADD,accordion2.yourfreehosting.net.,NS,ns-inc.accordion2.yourfreehosting.net.
files-100-500/yourprospex.com,aaronwroten.yourprospex.com..txt,A_ADD,ADD,__aether_veridns_inc__.aaronwroten.yourprospex.com.,A,192.0.2.254
files-100-500/yourprospex.com,aaronwroten.yourprospex.com..txt,A_UPDATE,DEL,aaronwroten.yourprospex.com.,A,50.57.171.207
files-100-500/yourprospex.com,aaronwroten.yourprospex.com..txt,A_UPDATE,ADD,aaronwroten.yourprospex.com.,A,192.0.2.253
files-100-500/yourprospex.com,yourprospex.com..txt,NS_UPDATE,DEL,yourprospex.com.,NS,dns1.name-services.com.
files-100-500/yourprospex.com,yourprospex.com..txt,NS_UPDATE,ADD,yourprospex.com.,NS,ns-inc.yourprospex.com.
files-100-500/za.net,17loader.za.net..txt,A_ADD,ADD,__aether_veridns_inc__.17loader.za.net.,A,192.0.2.254
files-100-500/za.net,17loader.za.net..txt,A_UPDATE,DEL,17loader.za.net.,A,196.40.97.247
files-100-500/za.net,17loader.za.net..txt,A_UPDATE,ADD,17loader.za.net.,A,192.0.2.253
files-100-500/za.net,17loader.za.net..txt,NS_UPDATE,DEL,17loader.za.net.,NS,ns1.dns-h.com.
files-100-500/za.net,17loader.za.net..txt,NS_UPDATE,ADD,17loader.za.net.,NS,ns-inc.17loader.za.net.
files-100-500/za.net,acidmax.za.net..txt,CNAME_UPDATE,DEL,www.acidmax.za.net.,CNAME,acidmax.za.net.
files-100-500/za.net,acidmax.za.net..txt,CNAME_UPDATE,ADD,www.acidmax.za.net.,CNAME,cname-inc.acidmax.za.net.
files-100-500/zgora.pl,7liceum.zgora.pl..txt,A_ADD,ADD,__aether_veridns_inc__.7liceum.zgora.pl.,A,192.0.2.254
files-100-500/zgora.pl,7liceum.zgora.pl..txt,A_UPDATE,DEL,7liceum.zgora.pl.,A,91.203.134.164
files-100-500/zgora.pl,7liceum.zgora.pl..txt,A_UPDATE,ADD,7liceum.zgora.pl.,A,192.0.2.253
files-100-500/zgora.pl,7liceum.zgora.pl..txt,NS_UPDATE,DEL,7liceum.zgora.pl.,NS,ns1.netmark.pl.
files-100-500/zgora.pl,7liceum.zgora.pl..txt,NS_UPDATE,ADD,7liceum.zgora.pl.,NS,ns-inc.7liceum.zgora.pl.
files-100-500/zgora.pl,7liceum.zgora.pl..txt,CNAME_UPDATE,DEL,www.7liceum.zgora.pl.,CNAME,7liceum.zgora.pl.
files-100-500/zgora.pl,7liceum.zgora.pl..txt,CNAME_UPDATE,ADD,www.7liceum.zgora.pl.,CNAME,cname-inc.7liceum.zgora.pl.
files-100-500/zhp.pl,1procent.zhp.pl..txt,A_ADD,ADD,__aether_veridns_inc__.1procent.zhp.pl.,A,192.0.2.254
files-100-500/zhp.pl,1procent.zhp.pl..txt,A_UPDATE,DEL,1procent.zhp.pl.,A,89.161.251.118
files-100-500/zhp.pl,1procent.zhp.pl..txt,A_UPDATE,ADD,1procent.zhp.pl.,A,192.0.2.253
files-100-500/zhp.pl,1procent.zhp.pl..txt,NS_UPDATE,DEL,1procent.zhp.pl.,NS,dns.home.pl.
files-100-500/zhp.pl,1procent.zhp.pl..txt,NS_UPDATE,ADD,1procent.zhp.pl.,NS,ns-inc.1procent.zhp.pl.
files-100-500/zhp.pl,akademicy.zhp.pl..txt,CNAME_UPDATE,DEL,www.akademicy.zhp.pl.,CNAME,akademicy.zhp.pl.
files-100-500/zhp.pl,akademicy.zhp.pl..txt,CNAME_UPDATE,ADD,www.akademicy.zhp.pl.,CNAME,cname-inc.akademicy.zhp.pl.
files-500-1000/votesp.com,1018e.votesp.com..txt,A_ADD,ADD,__aether_veridns_inc__.1018e.votesp.com.,A,192.0.2.254
files-500-1000/votesp.com,1018e.votesp.com..txt,A_UPDATE,DEL,1018e.votesp.com.,A,64.74.223.41
files-500-1000/votesp.com,1018e.votesp.com..txt,A_UPDATE,ADD,1018e.votesp.com.,A,192.0.2.253
files-500-1000/votesp.com,votesp.com..txt,NS_UPDATE,DEL,votesp.com.,NS,dns1.name-services.com.
files-500-1000/votesp.com,votesp.com..txt,NS_UPDATE,ADD,votesp.com.,NS,ns-inc.votesp.com.
files-500-1000/web.tr,2k.web.tr..txt,A_ADD,ADD,__aether_veridns_inc__.2k.web.tr.,A,192.0.2.254
files-500-1000/web.tr,2k.web.tr..txt,A_UPDATE,DEL,2k.web.tr.,A,5.2.83.50
files-500-1000/web.tr,2k.web.tr..txt,A_UPDATE,ADD,2k.web.tr.,A,192.0.2.253
files-500-1000/web.tr,2k.web.tr..txt,NS_UPDATE,DEL,2k.web.tr.,NS,ns.2k.web.tr.
files-500-1000/web.tr,2k.web.tr..txt,NS_UPDATE,ADD,2k.web.tr.,NS,ns-inc.2k.web.tr.
files-500-1000/web.tr,2k.web.tr..txt,CNAME_UPDATE,DEL,www.2k.web.tr.,CNAME,2k.web.tr.
files-500-1000/web.tr,2k.web.tr..txt,CNAME_UPDATE,ADD,www.2k.web.tr.,CNAME,cname-inc.2k.web.tr.
files-500-1000/weblog.com,3cministries.weblog.com..txt,A_ADD,ADD,__aether_veridns_inc__.3cministries.weblog.com.,A,192.0.2.254
files-500-1000/weblog.com,3cministries.weblog.com..txt,A_UPDATE,DEL,3cministries.weblog.com.,A,66.246.235.44
files-500-1000/weblog.com,3cministries.weblog.com..txt,A_UPDATE,ADD,3cministries.weblog.com.,A,192.0.2.253
files-500-1000/weblog.com,3cministries.weblog.com..txt,NS_UPDATE,DEL,3cministries.weblog.com.,NS,ns1.parkingspa.com.
files-500-1000/weblog.com,3cministries.weblog.com..txt,NS_UPDATE,ADD,3cministries.weblog.com.,NS,ns-inc.3cministries.weblog.com.
files-500-1000/wisc.edu,333ecm.wisc.edu..txt,A_ADD,ADD,__aether_veridns_inc__.333ecm.wisc.edu.,A,192.0.2.254
files-500-1000/wisc.edu,333ecm.wisc.edu..txt,A_UPDATE,DEL,333ecm.wisc.edu.,A,128.104.72.38
files-500-1000/wisc.edu,333ecm.wisc.edu..txt,A_UPDATE,ADD,333ecm.wisc.edu.,A,192.0.2.253
files-500-1000/wisc.edu,333ecm.wisc.edu..txt,NS_UPDATE,DEL,333ecm.wisc.edu.,NS,adns1.doit.wisc.edu.
files-500-1000/wisc.edu,333ecm.wisc.edu..txt,NS_UPDATE,ADD,333ecm.wisc.edu.,NS,ns-inc.333ecm.wisc.edu.
files-500-1000/wisc.edu,aae.wisc.edu..txt,CNAME_UPDATE,DEL,future.aae.wisc.edu.,CNAME,kiva.aae.wisc.edu.
files-500-1000/wisc.edu,aae.wisc.edu..txt,CNAME_UPDATE,ADD,future.aae.wisc.edu.,CNAME,cname-inc.aae.wisc.edu.
files-500-1000/wopert.com,0cob9yz.wopert.com..txt,A_ADD,ADD,__aether_veridns_inc__.0cob9yz.wopert.com.,A,192.0.2.254
files-500-1000/wopert.com,0cob9yz.wopert.com..txt,A_UPDATE,DEL,0cob9yz.wopert.com.,A,8.5.1.49
files-500-1000/wopert.com,0cob9yz.wopert.com..txt,A_UPDATE,ADD,0cob9yz.wopert.com.,A,192.0.2.253
files-500-1000/wopert.com,wopert.com..txt,NS_UPDATE,DEL,wopert.com.,NS,dns1.name-services.com.
files-500-1000/wopert.com,wopert.com..txt,NS_UPDATE,ADD,wopert.com.,NS,ns-inc.wopert.com.
files-500-1000/wroc.pl,2012.wroc.pl..txt,A_ADD,ADD,__aether_veridns_inc__.2012.wroc.pl.,A,192.0.2.254
files-500-1000/wroc.pl,2012.wroc.pl..txt,A_UPDATE,DEL,mail.2012.wroc.pl.,A,193.0.128.55
files-500-1000/wroc.pl,2012.wroc.pl..txt,A_UPDATE,ADD,mail.2012.wroc.pl.,A,192.0.2.253
files-500-1000/wroc.pl,2012.wroc.pl..txt,NS_UPDATE,DEL,2012.wroc.pl.,NS,ns1.2012.wroc.pl.
files-500-1000/wroc.pl,2012.wroc.pl..txt,NS_UPDATE,ADD,2012.wroc.pl.,NS,ns-inc.2012.wroc.pl.
files-500-1000/wroc.pl,accord.wroc.pl..txt,CNAME_UPDATE,DEL,www.accord.wroc.pl.,CNAME,accordab.pl.
files-500-1000/wroc.pl,accord.wroc.pl..txt,CNAME_UPDATE,ADD,www.accord.wroc.pl.,CNAME,cname-inc.accord.wroc.pl.
files-500-1000/wroclaw.pl,2mserwis.wroclaw.pl..txt,A_ADD,ADD,__aether_veridns_inc__.2mserwis.wroclaw.pl.,A,192.0.2.254
files-500-1000/wroclaw.pl,2mserwis.wroclaw.pl..txt,A_UPDATE,DEL,2mserwis.wroclaw.pl.,A,213.133.101.7
files-500-1000/wroclaw.pl,2mserwis.wroclaw.pl..txt,A_UPDATE,ADD,2mserwis.wroclaw.pl.,A,192.0.2.253
files-500-1000/wroclaw.pl,2mserwis.wroclaw.pl..txt,NS_UPDATE,DEL,2mserwis.wroclaw.pl.,NS,dns7.linuxpl.com.
files-500-1000/wroclaw.pl,2mserwis.wroclaw.pl..txt,NS_UPDATE,ADD,2mserwis.wroclaw.pl.,NS,ns-inc.2mserwis.wroclaw.pl.
files-500-1000/wroclaw.pl,accent.wroclaw.pl..txt,CNAME_UPDATE,DEL,www.accent.wroclaw.pl.,CNAME,accent.wroclaw.pl.
files-500-1000/wroclaw.pl,accent.wroclaw.pl..txt,CNAME_UPDATE,ADD,www.accent.wroclaw.pl.,CNAME,cname-inc.accent.wroclaw.pl.
files-500-1000/zp.ua,09.zp.ua..txt,A_ADD,ADD,__aether_veridns_inc__.09.zp.ua.,A,192.0.2.254
files-500-1000/zp.ua,09.zp.ua..txt,A_UPDATE,DEL,09.zp.ua.,A,91.228.152.58
files-500-1000/zp.ua,09.zp.ua..txt,A_UPDATE,ADD,09.zp.ua.,A,192.0.2.253
files-500-1000/zp.ua,09.zp.ua..txt,NS_UPDATE,DEL,09.zp.ua.,NS,ns1.imena.com.ua.
files-500-1000/zp.ua,09.zp.ua..txt,NS_UPDATE,ADD,09.zp.ua.,NS,ns-inc.09.zp.ua.
files-500-1000/zp.ua,afisha.zp.ua..txt,CNAME_UPDATE,DEL,www.afisha.zp.ua.,CNAME,afisha.zp.ua.
files-500-1000/zp.ua,afisha.zp.ua..txt,CNAME_UPDATE,ADD,www.afisha.zp.ua.,CNAME,cname-inc.afisha.zp.ua.
files-1000-plus/waw.pl,147break.waw.pl..txt,A_ADD,ADD,__aether_veridns_inc__.147break.waw.pl.,A,192.0.2.254
files-1000-plus/waw.pl,147break.waw.pl..txt,A_UPDATE,DEL,147break.waw.pl.,A,94.152.8.3
files-1000-plus/waw.pl,147break.waw.pl..txt,A_UPDATE,ADD,147break.waw.pl.,A,192.0.2.253
files-1000-plus/waw.pl,147break.waw.pl..txt,NS_UPDATE,DEL,147break.waw.pl.,NS,ns1.kei.pl.
files-1000-plus/waw.pl,147break.waw.pl..txt,NS_UPDATE,ADD,147break.waw.pl.,NS,ns-inc.147break.waw.pl.
files-1000-plus/waw.pl,26lo.waw.pl..txt,CNAME_UPDATE,DEL,www.26lo.waw.pl.,CNAME,26lo.waw.pl.
files-1000-plus/waw.pl,26lo.waw.pl..txt,CNAME_UPDATE,ADD,www.26lo.waw.pl.,CNAME,cname-inc.26lo.waw.pl.
files-1000-plus/web.id,4share.web.id..txt,A_ADD,ADD,__aether_veridns_inc__.4share.web.id.,A,192.0.2.254
files-1000-plus/web.id,4share.web.id..txt,A_UPDATE,DEL,4share.web.id.,A,103.28.12.33
files-1000-plus/web.id,4share.web.id..txt,A_UPDATE,ADD,4share.web.id.,A,192.0.2.253
files-1000-plus/web.id,4share.web.id..txt,NS_UPDATE,DEL,4share.web.id.,NS,dnsiix1.qwords.net.
files-1000-plus/web.id,4share.web.id..txt,NS_UPDATE,ADD,4share.web.id.,NS,ns-inc.4share.web.id.
files-1000-plus/web.id,a7x.web.id..txt,CNAME_UPDATE,DEL,www.a7x.web.id.,CNAME,a7x.web.id.
files-1000-plus/web.id,a7x.web.id..txt,CNAME_UPDATE,ADD,www.a7x.web.id.,CNAME,cname-inc.a7x.web.id.
files-1000-plus/wp-studio.net,007.wp-studio.net..txt,A_ADD,ADD,__aether_veridns_inc__.007.wp-studio.net.,A,192.0.2.254
files-1000-plus/wp-studio.net,007.wp-studio.net..txt,A_UPDATE,DEL,007.wp-studio.net.,A,69.43.161.178
files-1000-plus/wp-studio.net,007.wp-studio.net..txt,A_UPDATE,ADD,007.wp-studio.net.,A,192.0.2.253
files-1000-plus/wp-studio.net,007.wp-studio.net..txt,NS_UPDATE,DEL,007.wp-studio.net.,NS,ns1.above.com.
files-1000-plus/wp-studio.net,007.wp-studio.net..txt,NS_UPDATE,ADD,007.wp-studio.net.,NS,ns-inc.007.wp-studio.net.
files-1000-plus/youaremighty.com,1337.youaremighty.com..txt,A_ADD,ADD,__aether_veridns_inc__.1337.youaremighty.com.,A,192.0.2.254
files-1000-plus/youaremighty.com,1337.youaremighty.com..txt,A_UPDATE,DEL,1337.youaremighty.com.,A,216.8.179.25
files-1000-plus/youaremighty.com,1337.youaremighty.com..txt,A_UPDATE,ADD,1337.youaremighty.com.,A,192.0.2.253
files-1000-plus/youaremighty.com,1337.youaremighty.com..txt,NS_UPDATE,DEL,1337.youaremighty.com.,NS,ns1.fastpark.net.
files-1000-plus/youaremighty.com,1337.youaremighty.com..txt,NS_UPDATE,ADD,1337.youaremighty.com.,NS,ns-inc.1337.youaremighty.com.
top-10/co.kr,0.co.kr..txt,A_ADD,ADD,__aether_veridns_inc__.0.co.kr.,A,192.0.2.254
top-10/co.kr,0.co.kr..txt,A_UPDATE,DEL,0.co.kr.,A,210.118.171.11
top-10/co.kr,0.co.kr..txt,A_UPDATE,ADD,0.co.kr.,A,192.0.2.253
top-10/co.kr,0.co.kr..txt,NS_UPDATE,DEL,0.co.kr.,NS,ns1.koso.net.
top-10/co.kr,0.co.kr..txt,NS_UPDATE,ADD,0.co.kr.,NS,ns-inc.0.co.kr.
top-10/co.kr,00321.co.kr..txt,CNAME_UPDATE,DEL,www.00321.co.kr.,CNAME,00321.co.kr.
top-10/co.kr,00321.co.kr..txt,CNAME_UPDATE,ADD,www.00321.co.kr.,CNAME,cname-inc.00321.co.kr.
top-10/com.cn,0-100.com.cn..txt,A_ADD,ADD,__aether_veridns_inc__.0-100.com.cn.,A,192.0.2.254
top-10/com.cn,0-100.com.cn..txt,A_UPDATE,DEL,0-100.com.cn.,A,221.194.46.236
top-10/com.cn,0-100.com.cn..txt,A_UPDATE,ADD,0-100.com.cn.,A,192.0.2.253
top-10/com.cn,0-100.com.cn..txt,NS_UPDATE,DEL,0-100.com.cn.,NS,ns3.sanfront.com.cn.
top-10/com.cn,0-100.com.cn..txt,NS_UPDATE,ADD,0-100.com.cn.,NS,ns-inc.0-100.com.cn.
top-10/com.cn,002.com.cn..txt,CNAME_UPDATE,DEL,www.002.com.cn.,CNAME,002.com.cn.
top-10/com.cn,002.com.cn..txt,CNAME_UPDATE,ADD,www.002.com.cn.,CNAME,cname-inc.002.com.cn.
top-10/com.mx,01dcpromo.com.mx..txt,A_ADD,ADD,__aether_veridns_inc__.01dcpromo.com.mx.,A,192.0.2.254
top-10/com.mx,01dcpromo.com.mx..txt,A_UPDATE,DEL,01dcpromo.com.mx.,A,192.185.25.184
top-10/com.mx,01dcpromo.com.mx..txt,A_UPDATE,ADD,01dcpromo.com.mx.,A,192.0.2.253
top-10/com.mx,01dcpromo.com.mx..txt,NS_UPDATE,DEL,01dcpromo.com.mx.,NS,ns203.websitewelcome.com.
top-10/com.mx,01dcpromo.com.mx..txt,NS_UPDATE,ADD,01dcpromo.com.mx.,NS,ns-inc.01dcpromo.com.mx.
top-10/com.mx,01dcpromo.com.mx..txt,CNAME_UPDATE,DEL,www.01dcpromo.com.mx.,CNAME,01dcpromo.com.mx.
top-10/com.mx,01dcpromo.com.mx..txt,CNAME_UPDATE,ADD,www.01dcpromo.com.mx.,CNAME,cname-inc.01dcpromo.com.mx.
top-10/com.np,062civil.com.np..txt,A_ADD,ADD,__aether_veridns_inc__.062civil.com.np.,A,192.0.2.254
top-10/com.np,062civil.com.np..txt,A_UPDATE,DEL,062civil.com.np.,A,83.125.22.155
top-10/com.np,062civil.com.np..txt,A_UPDATE,ADD,062civil.com.np.,A,192.0.2.253
top-10/com.np,062civil.com.np..txt,NS_UPDATE,DEL,062civil.com.np.,NS,ns1.awardspace.com.
top-10/com.np,062civil.com.np..txt,NS_UPDATE,ADD,062civil.com.np.,NS,ns-inc.062civil.com.np.
top-10/com.np,1130basan.com.np..txt,CNAME_UPDATE,DEL,www.1130basan.com.np.,CNAME,1130basan.com.np.
top-10/com.np,1130basan.com.np..txt,CNAME_UPDATE,ADD,www.1130basan.com.np.,CNAME,cname-inc.1130basan.com.np.
top-10/com.sg,01computer.com.sg..txt,A_ADD,ADD,__aether_veridns_inc__.01computer.com.sg.,A,192.0.2.254
top-10/com.sg,01computer.com.sg..txt,A_UPDATE,DEL,01computer.com.sg.,A,116.12.49.139
top-10/com.sg,01computer.com.sg..txt,A_UPDATE,ADD,01computer.com.sg.,A,192.0.2.253
top-10/com.sg,01computer.com.sg..txt,NS_UPDATE,DEL,01computer.com.sg.,NS,ns1.ipmirror.com.
top-10/com.sg,01computer.com.sg..txt,NS_UPDATE,ADD,01computer.com.sg.,NS,ns-inc.01computer.com.sg.
top-10/com.sg,100hours.com.sg..txt,CNAME_UPDATE,DEL,www.100hours.com.sg.,CNAME,100hours.com.sg.
top-10/com.sg,100hours.com.sg..txt,CNAME_UPDATE,ADD,www.100hours.com.sg.,CNAME,cname-inc.100hours.com.sg.
top-10/com.tw,000.com.tw..txt,A_ADD,ADD,__aether_veridns_inc__.000.com.tw.,A,192.0.2.254
top-10/com.tw,000.com.tw..txt,A_UPDATE,DEL,www.000.com.tw.,A,60.249.139.139
top-10/com.tw,000.com.tw..txt,A_UPDATE,ADD,www.000.com.tw.,A,192.0.2.253
top-10/com.tw,000.com.tw..txt,NS_UPDATE,DEL,000.com.tw.,NS,dns.training.net.tw.
top-10/com.tw,000.com.tw..txt,NS_UPDATE,ADD,000.com.tw.,NS,ns-inc.000.com.tw.
top-10/com.tw,001.com.tw..txt,CNAME_UPDATE,DEL,www.001.com.tw.,CNAME,001.com.tw.
top-10/com.tw,001.com.tw..txt,CNAME_UPDATE,ADD,www.001.com.tw.,CNAME,cname-inc.001.com.tw.
top-10/com.ua,003.com.ua..txt,A_ADD,ADD,__aether_veridns_inc__.003.com.ua.,A,192.0.2.254
top-10/com.ua,003.com.ua..txt,A_UPDATE,DEL,003.com.ua.,A,89.184.67.117
top-10/com.ua,003.com.ua..txt,A_UPDATE,ADD,003.com.ua.,A,192.0.2.253
top-10/com.ua,003.com.ua..txt,NS_UPDATE,DEL,003.com.ua.,NS,dns1.yandex.net.
top-10/com.ua,003.com.ua..txt,NS_UPDATE,ADD,003.com.ua.,NS,ns-inc.003.com.ua.
top-10/com.ua,0372.com.ua..txt,CNAME_UPDATE,DEL,www.0372.com.ua.,CNAME,0372.com.ua.
top-10/com.ua,0372.com.ua..txt,CNAME_UPDATE,ADD,www.0372.com.ua.,CNAME,cname-inc.0372.com.ua.
top-10/gov.cn,0375.gov.cn..txt,A_ADD,ADD,__aether_veridns_inc__.0375.gov.cn.,A,192.0.2.254
top-10/gov.cn,0375.gov.cn..txt,A_UPDATE,DEL,0375.gov.cn.,A,116.255.141.214
top-10/gov.cn,0375.gov.cn..txt,A_UPDATE,ADD,0375.gov.cn.,A,192.0.2.253
top-10/gov.cn,0375.gov.cn..txt,NS_UPDATE,DEL,0375.gov.cn.,NS,f1g1ns1.dnspod.net.
top-10/gov.cn,0375.gov.cn..txt,NS_UPDATE,ADD,0375.gov.cn.,NS,ns-inc.0375.gov.cn.
top-10/gov.cn,0437.gov.cn..txt,CNAME_UPDATE,DEL,yl.0437.gov.cn.,CNAME,www.0437.gov.cn.
top-10/gov.cn,0437.gov.cn..txt,CNAME_UPDATE,ADD,yl.0437.gov.cn.,CNAME,cname-inc.0437.gov.cn.
top-10/net.au,1001.net.au..txt,A_ADD,ADD,__aether_veridns_inc__.1001.net.au.,A,192.0.2.254
top-10/net.au,1001.net.au..txt,A_UPDATE,DEL,1001.net.au.,A,49.156.19.20
top-10/net.au,1001.net.au..txt,A_UPDATE,ADD,1001.net.au.,A,192.0.2.253
top-10/net.au,1001.net.au..txt,NS_UPDATE,DEL,1001.net.au.,NS,ns1.houseoflaudanum.com.
top-10/net.au,1001.net.au..txt,NS_UPDATE,ADD,1001.net.au.,NS,ns-inc.1001.net.au.
top-10/net.au,108.net.au..txt,CNAME_UPDATE,DEL,www.108.net.au.,CNAME,108.net.au.
top-10/net.au,108.net.au..txt,CNAME_UPDATE,ADD,www.108.net.au.,CNAME,cname-inc.108.net.au.
top-10/org.br,123s.org.br..txt,A_ADD,ADD,__aether_veridns_inc__.123s.org.br.,A,192.0.2.254
top-10/org.br,15gemarj.org.br..txt,A_UPDATE,DEL,15gemarj.org.br.,A,189.38.90.14
top-10/org.br,15gemarj.org.br..txt,A_UPDATE,ADD,15gemarj.org.br.,A,192.0.2.253
top-10/org.br,123s.org.br..txt,NS_UPDATE,DEL,123s.org.br.,NS,a.sec.dns.br.
top-10/org.br,123s.org.br..txt,NS_UPDATE,ADD,123s.org.br.,NS,ns-inc.123s.org.br.
top-10/org.br,123s.org.br..txt,CNAME_UPDATE,DEL,blog.123s.org.br.,CNAME,ghs.google.com.
top-10/org.br,123s.org.br..txt,CNAME_UPDATE,ADD,blog.123s.org.br.,CNAME,cname-inc.123s.org.br.
