zonefile name,path
enenkio.com.,/home/matsu/census/enenkio.com/enenkio.com..txt
sayiton.net.,/home/matsu/census/sayiton.net/sayiton.net..txt
www.dlkb.de.,/home/matsu/census/dlkb.de/www.dlkb.de..txt
sgn.lfcentennial.com.,/home/matsu/census/lfcentennial.com/sgn.lfcentennial.com..txt
hexact.com.,/home/matsu/census/hexact.com/hexact.com..txt
visitaloscabos.org.mx.,/home/matsu/census/org.mx/visitaloscabos.org.mx..txt
ufotoday.net.,/home/matsu/census/ufotoday.net/ufotoday.net..txt
www.jpod10barcelona.com.,/home/matsu/census/jpod10barcelona.com/www.jpod10barcelona.com..txt
novogor.vrn.ru.,/home/matsu/census/vrn.ru/novogor.vrn.ru..txt
www.armenianreporteronline.com.,/home/matsu/census/armenianreporteronline.com/www.armenianreporteronline.com..txt
www.execution.org.,/home/matsu/census/execution.org/www.execution.org..txt
dallasstewart.com.,/home/matsu/census/dallasstewart.com/dallasstewart.com..txt
toilette.com.ua.,/home/matsu/census/com.ua/toilette.com.ua..txt
netmedia.inf.br.,/home/matsu/census/inf.br/netmedia.inf.br..txt
wlzzradio.com.,/home/matsu/census/wlzzradio.com/wlzzradio.com..txt
politology.pu.ru.,/home/matsu/census/pu.ru/politology.pu.ru..txt
www.nuttenforum.ch.,/home/matsu/census/nuttenforum.ch/www.nuttenforum.ch..txt
ht-1596824659.us-east-1.elb.amazonaws.com.,/home/matsu/census/amazonaws.com/ht-1596824659.us-east-1.elb.amazonaws.com..txt
www.ejul.com.,/home/matsu/census/ejul.com/www.ejul.com..txt
csedu.gov.cn.,/home/matsu/census/gov.cn/csedu.gov.cn..txt
ruminations.co.cc.,/home/matsu/census/co.cc/ruminations.co.cc..txt
feedback.tori.in.,/home/matsu/census/tori.in/feedback.tori.in..txt
ns.adfeel.net.,/home/matsu/census/adfeel.net/ns.adfeel.net..txt
w.4liferecords.com.,/home/matsu/census/4liferecords.com/w.4liferecords.com..txt
www.dome.homo.com.,/home/matsu/census/homo.com/www.dome.homo.com..txt
ns1.bornapardaz.com.,/home/matsu/census/bornapardaz.com/ns1.bornapardaz.com..txt
3660010.net.sa.,/home/matsu/census/net.sa/3660010.net.sa..txt
www.nextia.com.,/home/matsu/census/nextia.com/www.nextia.com..txt
taiji.com.cn.,/home/matsu/census/com.cn/taiji.com.cn..txt
yeshivand.org.il.,/home/matsu/census/org.il/yeshivand.org.il..txt
p3388.cn.,/home/matsu/census/p3388.cn/p3388.cn..txt
www.jokecity.com.,/home/matsu/census/jokecity.com/www.jokecity.com..txt
ns1.ahu.oopi.com.,/home/matsu/census/oopi.com/ns1.ahu.oopi.com..txt
