add type,check_flag,check info,check time(ns),check time and rr(ns)
QueryType.CNAME,True,,15574,21386
QueryType.A,True,,7984,13165
QueryType.A,True,,9337,13972
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17332,22039
QueryType.A,True,,9471,14343
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18793,23229
QueryType.A,True,,8364,13056
QueryType.A,True,,9902,14300
QueryType.A,True,,10676,15066
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14449,18929
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16761,21800
QueryType.A,True,,8885,13744
QueryType.CNAME,True,,15542,20316
QueryType.A,True,,10408,15013
QueryType.CNAME,True,,13516,18192
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17515,22019
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15856,20631
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14049,18773
QueryType.CNAME,True,,16048,20844
QueryType.CNAME,True,,15012,19777
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16364,21295
QueryType.A,True,,8341,13392
QueryType.CNAME,True,,13779,19169
QueryType.A,True,,11157,15916
QueryType.A,True,,9191,13898
QueryType.A,True,,8610,13038
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19686,24174
QueryType.A,True,,8581,13295
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17389,22197
QueryType.A,True,,8567,13584
QueryType.CNAME,True,,13682,18215
QueryType.A,True,,11452,16007
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15487,20606
QueryType.A,True,,12093,17135
QueryType.A,True,,11659,16387
QueryType.CNAME,True,,14084,18702
QueryType.A,True,,10569,15149
QueryType.A,True,,9176,13683
QueryType.A,True,,8046,12203
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17089,21378
QueryType.A,True,,10485,15520
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17307,22311
QueryType.A,True,,8416,13031
QueryType.A,True,,8286,12598
QueryType.A,True,,10445,14622
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14749,19133
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17209,22044
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17074,21676
QueryType.A,True,,8151,13070
QueryType.A,True,,13314,18964
QueryType.A,True,,8937,16135
QueryType.A,True,,9798,14259
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15037,19466
QueryType.CNAME,True,,15031,19697
QueryType.A,True,,12134,17015
QueryType.CNAME,True,,14669,19430
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16190,20947
QueryType.A,True,,8339,13499
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14567,19024
QueryType.A,True,,10883,15829
QueryType.A,True,,7597,12064
QueryType.CNAME,True,,28727,33467
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15439,20108
QueryType.CNAME,True,,13817,18966
QueryType.A,True,,10965,15716
QueryType.A,True,,8331,12847
QueryType.A,True,,7665,12130
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16974,21673
QueryType.A,True,,10157,14879
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17098,22155
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15361,20431
QueryType.A,True,,7912,12575
QueryType.CNAME,True,,19907,24282
QueryType.A,True,,8452,13355
QueryType.CNAME,True,,15437,19956
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17348,22296
QueryType.A,True,,7917,13727
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16774,21548
QueryType.CNAME,True,,13323,18104
QueryType.A,True,,8694,13241
QueryType.A,True,,10881,15310
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14510,18891
QueryType.A,True,,13220,18144
QueryType.A,True,,8941,13659
QueryType.A,True,,7995,12352
QueryType.A,True,,11329,15422
QueryType.A,True,,8140,12314
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17106,21324
QueryType.A,True,,9551,14013
QueryType.CNAME,True,,17667,22462
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14457,19162
QueryType.A,True,,7828,13136
QueryType.A,True,,9820,14112
QueryType.A,True,,8637,13216
QueryType.A,True,,7578,12155
QueryType.A,True,,11295,15636
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18192,22825
QueryType.A,True,,9542,16601
QueryType.A,True,,8738,15106
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17055,22065
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),21094,27940
QueryType.A,True,,8915,13945
QueryType.CNAME,True,,16545,21516
QueryType.A,True,,11224,17169
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14915,20039
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16674,21384
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14866,19897
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16017,20875
QueryType.CNAME,True,,14119,18754
QueryType.A,True,,9180,13977
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),19505,24311
QueryType.A,True,,8680,13586
QueryType.A,True,,8858,13427
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16156,20496
QueryType.A,True,,8709,13501
QueryType.A,True,,10941,15510
QueryType.A,True,,8956,13366
QueryType.A,True,,8316,12663
QueryType.A,True,,14327,18590
QueryType.A,True,,8190,12812
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16864,21269
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14612,19303
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14967,19656
QueryType.A,True,,10987,15676
QueryType.A,True,,8376,13086
QueryType.CNAME,True,,18583,23598
QueryType.A,True,,8944,13929
QueryType.CNAME,True,,13832,18278
QueryType.CNAME,True,,16214,20790
QueryType.A,True,,8190,12844
QueryType.A,True,,9408,14815
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18373,22855
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14325,19339
QueryType.A,True,,11599,16323
QueryType.CNAME,True,,13724,18624
QueryType.A,True,,8042,13620
QueryType.A,True,,10903,15412
QueryType.A,True,,9260,13881
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),29305,33615
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14477,19542
QueryType.A,True,,8812,13445
QueryType.A,True,,10423,15369
QueryType.A,True,,9397,14030
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17738,22345
QueryType.A,True,,8462,13163
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18232,22617
QueryType.CNAME,True,,21580,26461
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),32650,37702
QueryType.A,True,,8640,13668
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),20201,24963
QueryType.A,True,,9149,14712
QueryType.A,True,,10677,15259
QueryType.CNAME,True,,16021,20632
QueryType.CNAME,True,,16584,21887
QueryType.A,True,,8518,13142
QueryType.A,True,,9169,13527
QueryType.CNAME,True,,18630,23943
QueryType.A,True,,8784,13670
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17913,22425
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17482,22892
QueryType.A,True,,10398,15361
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17155,21825
QueryType.A,True,,8898,13979
QueryType.A,True,,8231,13020
QueryType.A,True,,9895,14464
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15343,19979
QueryType.A,True,,12803,17603
QueryType.CNAME,True,,14184,19029
QueryType.CNAME,True,,14344,19431
QueryType.A,True,,10921,15995
QueryType.A,True,,9116,13971
QueryType.A,True,,8394,13152
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17504,21954
QueryType.A,True,,11914,17050
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18447,23441
QueryType.A,True,,9223,13903
QueryType.A,True,,8087,12489
QueryType.A,True,,10951,15326
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15542,20252
QueryType.CNAME,True,,17450,22740
QueryType.A,True,,11379,16468
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),20954,26104
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15028,20093
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15162,21264
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17262,22658
QueryType.A,True,,8851,13914
QueryType.A,True,,9338,14072
QueryType.CNAME,True,,17910,22891
QueryType.CNAME,True,,13956,19069
QueryType.A,True,,11427,16604
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15590,20343
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15810,22700
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18360,23304
QueryType.A,True,,8243,13656
QueryType.CNAME,True,,17885,22935
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14996,19808
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14286,19608
QueryType.A,True,,10306,15489
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16143,21127
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19555,24857
QueryType.A,True,,9204,14618
QueryType.A,True,,9581,14550
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),19598,24448
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15655,20652
QueryType.A,True,,8370,13340
QueryType.A,True,,10419,15628
QueryType.A,True,,8721,13391
QueryType.CNAME,True,,16259,20782
QueryType.A,True,,14630,19389
QueryType.A,True,,8832,13593
QueryType.CNAME,True,,15378,31827
QueryType.CNAME,True,,13149,18168
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17173,21786
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14501,19574
QueryType.CNAME,True,,12904,17814
QueryType.A,True,,13675,18385
QueryType.A,True,,8472,23146
QueryType.A,True,,8864,13578
QueryType.A,True,,11329,15610
QueryType.A,True,,7675,12111
QueryType.A,True,,10266,14498
QueryType.CNAME,True,,13815,18493
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19796,25008
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14815,19712
QueryType.A,True,,9247,14316
QueryType.A,True,,9914,14691
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15265,19868
QueryType.A,True,,9099,13787
QueryType.CNAME,True,,16004,20498
QueryType.CNAME,True,,16945,21552
QueryType.A,True,,11445,16198
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14687,19715
QueryType.A,True,,8736,13639
QueryType.CNAME,True,,15575,20268
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14747,19384
QueryType.A,True,,11268,16328
QueryType.CNAME,True,,15307,20295
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15526,21020
QueryType.CNAME,True,,15843,20617
QueryType.CNAME,True,,13162,18212
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17694,22885
QueryType.A,True,,8746,13664
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15373,19915
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18723,23301
QueryType.A,True,,8523,13602
QueryType.A,True,,8485,12963
QueryType.A,True,,10382,14628
QueryType.A,True,,9275,13602
QueryType.CNAME,True,,16762,21597
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16797,21746
QueryType.CNAME,True,,17355,22244
QueryType.A,True,,9565,14649
QueryType.A,True,,8721,13570
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17134,21422
QueryType.CNAME,True,,14166,19329
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16293,21255
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15417,20420
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16450,21289
QueryType.A,True,,11348,16174
QueryType.A,True,,9224,14130
QueryType.A,True,,8596,13011
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17554,21835
QueryType.A,True,,8618,13438
QueryType.A,True,,8738,13974
QueryType.A,True,,13747,18067
QueryType.CNAME,True,,16963,21602
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17233,38235
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15054,20381
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17563,22527
QueryType.CNAME,True,,15036,20032
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14388,19328
QueryType.A,True,,13752,18859
QueryType.A,True,,8748,13906
QueryType.CNAME,True,,17284,22026
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15188,20015
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14771,19798
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17520,24921
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15151,19914
QueryType.A,True,,11166,16224
QueryType.A,True,,11389,17044
QueryType.A,True,,8844,13802
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17436,22243
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15218,20292
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15289,20164
QueryType.A,True,,11284,16503
QueryType.A,True,,9722,15031
QueryType.A,True,,11231,16369
QueryType.A,True,,11304,16134
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15628,20443
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17246,23144
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15444,20455
QueryType.A,True,,10202,15622
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),34336,39247
QueryType.A,True,,9981,15278
QueryType.A,True,,11958,16736
QueryType.CNAME,True,,15265,20031
QueryType.A,True,,9503,14834
QueryType.A,True,,10364,14990
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15350,20211
QueryType.A,True,,13194,18657
QueryType.A,True,,9426,16601
QueryType.A,True,,8368,12934
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17704,22407
QueryType.A,True,,8986,13942
QueryType.CNAME,True,,16645,21127
QueryType.A,True,,8790,13800
QueryType.A,True,,8288,12874
QueryType.A,True,,14399,19146
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15385,20018
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17839,22580
QueryType.A,True,,8695,13627
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15754,20306
QueryType.CNAME,True,,17427,22354
QueryType.CNAME,True,,16211,21417
QueryType.A,True,,8705,14029
QueryType.A,True,,14338,18960
QueryType.CNAME,True,,15101,20523
QueryType.A,True,,10728,15550
QueryType.A,True,,8917,13479
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16957,21454
QueryType.CNAME,True,,16465,21429
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15537,20504
QueryType.A,True,,10806,15578
QueryType.A,True,,8355,12978
QueryType.CNAME,True,,16287,21032
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16194,20656
QueryType.CNAME,True,,13722,18384
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19889,24629
QueryType.A,True,,10531,15466
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15805,20622
QueryType.A,True,,10468,15598
QueryType.A,True,,8492,13076
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17551,22429
QueryType.A,True,,8507,13429
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18298,23519
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17442,22747
QueryType.A,True,,9785,14619
QueryType.A,True,,9051,13986
QueryType.CNAME,True,,17348,22223
QueryType.CNAME,True,,14639,19558
QueryType.A,True,,10681,15584
QueryType.A,True,,9286,13797
QueryType.A,True,,10283,15087
QueryType.A,True,,10683,15961
QueryType.A,True,,8790,13249
QueryType.A,True,,10788,15212
QueryType.CNAME,True,,14151,19089
QueryType.A,True,,10231,15131
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),20458,25224
QueryType.A,True,,9383,25943
QueryType.A,True,,10078,16949
QueryType.A,True,,8248,12865
QueryType.A,True,,7885,12130
QueryType.A,True,,10123,14372
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15223,19672
QueryType.A,True,,10435,15264
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),23268,28057
QueryType.CNAME,True,,13690,18695
QueryType.A,True,,11160,15770
QueryType.CNAME,True,,14098,18840
QueryType.A,True,,8160,12654
QueryType.CNAME,True,,16364,21007
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16857,21636
QueryType.CNAME,True,,16573,21366
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14322,18819
QueryType.A,True,,8044,12739
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16473,20917
QueryType.A,True,,10126,14888
QueryType.A,True,,10485,15073
QueryType.A,True,,7773,12149
QueryType.A,True,,14545,31068
QueryType.CNAME,True,,15834,20662
QueryType.CNAME,True,,13217,17965
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17894,22451
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14162,19134
QueryType.A,True,,8807,13862
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19430,24455
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15099,22046
QueryType.A,True,,9072,14045
QueryType.A,True,,10545,15116
QueryType.CNAME,True,,13761,18235
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16676,21310
QueryType.A,True,,8856,13694
QueryType.A,True,,8605,13021
QueryType.A,True,,12856,17973
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14720,19291
QueryType.CNAME,True,,15924,20483
QueryType.CNAME,True,,12841,17727
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16322,20835
QueryType.A,True,,9222,14333
QueryType.A,True,,8577,13305
QueryType.CNAME,True,,17940,22766
QueryType.A,True,,9014,13996
QueryType.A,True,,7865,12279
QueryType.A,True,,10303,14956
QueryType.A,True,,7951,12347
QueryType.CNAME,True,,15306,19731
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17329,22708
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15636,20491
QueryType.A,True,,10633,15812
QueryType.A,True,,9671,16855
QueryType.CNAME,True,,21343,25819
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14806,19738
QueryType.A,True,,9766,14551
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),19900,24558
QueryType.CNAME,True,,13887,18888
QueryType.A,True,,7996,12873
QueryType.A,True,,9865,14209
QueryType.A,True,,7683,12363
QueryType.A,True,,11779,16564
QueryType.A,True,,10166,14636
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),19250,23798
QueryType.A,True,,8745,13666
QueryType.A,True,,8157,12448
QueryType.CNAME,True,,16440,20904
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15225,20257
QueryType.A,True,,8820,13445
QueryType.A,True,,11719,16282
QueryType.A,True,,9026,13241
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19157,23976
QueryType.CNAME,True,,14295,19136
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14872,19734
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19669,24577
QueryType.CNAME,True,,12982,19282
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16145,21124
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17293,22087
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13937,18658
QueryType.A,True,,11066,15916
QueryType.A,True,,7997,12874
QueryType.A,True,,8789,13193
QueryType.CNAME,True,,15206,19603
QueryType.A,True,,8643,13896
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19512,23970
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),2178171,2183208
QueryType.A,True,,12648,25916
QueryType.A,True,,12948,18112
QueryType.A,True,,9351,14330
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19311,24252
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16299,21443
QueryType.A,True,,11963,17008
QueryType.A,True,,12163,17383
QueryType.A,True,,7944,12459
QueryType.A,True,,13074,17491
QueryType.A,True,,8925,13403
QueryType.A,True,,8971,13065
QueryType.A,True,,10120,14182
QueryType.A,True,,7449,11775
QueryType.A,True,,10694,31117
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18971,23747
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17375,22701
QueryType.CNAME,True,,17860,23986
QueryType.CNAME,True,,13645,19066
QueryType.A,True,,9172,14230
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),19544,24244
QueryType.CNAME,True,,14268,25790
QueryType.A,True,,10760,15915
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14601,19275
QueryType.A,True,,8504,13463
QueryType.A,True,,9693,14138
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15829,20585
QueryType.A,True,,12003,16994
QueryType.A,True,,8594,13427
QueryType.CNAME,True,,16025,20550
QueryType.A,True,,7730,12318
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14502,18997
QueryType.A,True,,12261,16983
QueryType.A,True,,8241,13040
QueryType.CNAME,True,,16032,20729
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17797,22844
QueryType.A,True,,7909,13214
QueryType.A,True,,8342,12854
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16130,21013
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14359,19171
QueryType.A,True,,12154,17088
QueryType.A,True,,9799,14798
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19561,24704
QueryType.A,True,,10196,15359
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14937,20631
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16741,23789
QueryType.A,True,,8512,13432
QueryType.A,True,,8328,13197
QueryType.A,True,,10740,15217
QueryType.A,True,,10581,14891
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17693,22190
QueryType.CNAME,True,,14029,18797
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16779,21700
QueryType.A,True,,8581,13647
QueryType.A,True,,8175,12670
QueryType.CNAME,True,,18755,23231
QueryType.CNAME,True,,14459,19286
QueryType.A,True,,8120,13094
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17401,22242
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15495,20591
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16678,21194
QueryType.A,True,,8682,13467
QueryType.CNAME,True,,19745,24402
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16656,21295
